hash;data_de_cadastro;canal_de_atendimento;denuncia_emergencial;denunciante;cenario_da_violacao;pais;uf;municipio;frequencia;inicio_das_violacoes;sl_quantidade_vitimas;grupo_vulneravel;motivacao;relacao_vitima_suspeito;sl_vitima_cadastro;genero_da_vitima;orientacao_sexual_da_vitima;faixa_etaria_da_vitima;nacionalidade_da_vitima;sl_vitima_naturalidade;sl_vitima_naturalizado_uf;sl_vitima_naturalizado_municipio;deficiencia_da_vitima;doenca_rara_da_vitima;deficiencia_relacionada_a_doenca_rara;vitima_preso_a;pais_da_vitima;uf_da_vitima;municipio_da_vitima;profissao_da_vitima;grau_de_instrucao_da_vitima;religiao_da_vitima;raca_cor_da_vitima;etnia_da_vitima;faixa_de_renda_da_vitima;natureza_juridica_do_suspeito;genero_do_suspeito;orientacao_sexual_do_suspeito;faixa_etaria_do_suspeito;suspeito_nacionalidade;sl_suspeito_naturalidade;sl_suspeito_naturalizado_uf;sl_suspeito_naturalizado_municipio;deficiencia_do_suspeito;doenca_rara_do_suspeito;deficiencia_relacionada_a_doenca_rara_suspeito;suspeito_preso;pais_do_suspeito;uf_do_suspeito;sl_suspeito_municipio;profissao_do_suspeito;grau_de_instrucao_do_suspeito;religiao_do_suspeito;raca_cor_do_suspeito;suspeito_etnia;faixa_de_renda_do_suspeito;vinculo_orgao_pj_do_suspeito;sl_suspeito_ramo;suspeito_especificacao_etnia;vitima_especificacao_etnia;violacao
0B8A4C7D89A702071E26377ED86E5B27D11AF827BD04658ABA598CBE805B1462;2023-08-07 10:52:15.913;PROCESSO SEI;NÃO;TERCEIRO;OUTROS;GB | REINO UNIDO;;;ÚNICA OCORRÊNCIA;NÃO SE APLICA;2;VIOLÊNCIA CONTRA POPULAÇÃO LGBTQIA+;MOTIVAÇÃO.PARA OBTENÇÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA;AMIGO(A);PESSOA FÍSICA;INTERSEXO;PESSOA TRANS.TRANSEXUAL;20 A 24 ANOS;BR | BRASIL;;;;NÃO;NÃO;;NÃO;GB | REINO UNIDO;;;OUTROS NÃO LISTADOS;;;NÃO INFORMADO;;;PESSOA FÍSICA;MASCULINO;NÃO;NÃO INFORMADO;BR | BRASIL;;;;NÃO;NÃO;;NÃO;GB | REINO UNIDO;;;NÃO SABE INFORMAR;;;NÃO INFORMADO;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
0E0D64D978F31ADED6F255DAADDB7A3A662C934E055EAD82320C867346D03660;2023-10-09 15:55:50.143;TELEFÔNICO;NÃO;TERCEIRO;CASA DO SUSPEITO;BR | BRASIL;PE;261160 | RECIFE;OCASIONALMENTE;HÁ MAIS DE UM ANO;2;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;;OUTROS;PESSOA FÍSICA;FEMININO;NÃO;17 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;PE;261160 | RECIFE;;;;BRANCA;;;PESSOA FÍSICA;FEMININO;NÃO;70 A 74 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;PE;261160 | RECIFE;OUTROS NÃO LISTADOS;;;BRANCA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE CRIANÇAS - NACIONAL
0C0449BF09BACFD74792B61D442C76EF25169C11B61940AAAF1CD440063BB112;2023-08-21 18:22:33.027;TELEFÔNICO;NÃO;TERCEIRO;AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);BR | BRASIL;SC;420240 | BLUMENAU;DIARIAMENTE;HÁ MAIS DE UM ANO;1;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;AGRAVANTE.POR MOTIVO VIL, TORPE, INSIDIOSO, CRUEL, À TRAIÇÃO, OU POR DINHEIRO;NÃO SE APLICA;PESSOA FÍSICA;FEMININO;;MENOS DE 01 ANO;BR | BRASIL;;;;;NÃO;;;BR | BRASIL;DENUNCIANTE NÃO SOUBE INFORMAR;DENUNCIANTE NÃO SOUBE INFORMAR;;;;NÃO INFORMADO;;;PESSOA FÍSICA;FEMININO;NÃO;25 A 29 ANOS;BR | BRASIL;;;;;NÃO;;NÃO INFORMADO;BR | BRASIL;SC;420240 | BLUMENAU;OUTROS NÃO LISTADOS;;;BRANCA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
0E0D64D978F31ADED6F255DAADDB7A3A662C934E055EAD82320C867346D03660;2023-10-09 15:55:50.143;TELEFÔNICO;NÃO;TERCEIRO;CASA DO SUSPEITO;BR | BRASIL;PE;261160 | RECIFE;OCASIONALMENTE;HÁ MAIS DE UM ANO;2;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;;OUTROS;PESSOA FÍSICA;FEMININO;NÃO;17 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;PE;261160 | RECIFE;;;;BRANCA;;;PESSOA FÍSICA;FEMININO;NÃO;70 A 74 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;PE;261160 | RECIFE;OUTROS NÃO LISTADOS;;;BRANCA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
0E54652C77F5D3E2683F5AFF6A8C761541A2D7FE1F7252916E6BC01CC1E92C3F;2023-12-11 16:56:44.157;TELEFÔNICO;NÃO;TERCEIRO;EVENTO PÚBLICO;BR | BRASIL;PE;2611606 | RECIFE;SEMANALMENTE;HÁ MAIS DE UM ANO;1;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;;NÃO SE APLICA;COMUNIDADE/FAMÍLIA;;;10 ANOS;BR | BRASIL;;;;;;;;BR | BRASIL;DENUNCIANTE NÃO SOUBE INFORMAR;DENUNCIANTE NÃO SOUBE INFORMAR;;;;NÃO INFORMADO;;;PESSOA FÍSICA;MASCULINO;NÃO;;BR | BRASIL;;;;;NÃO;;;BR | BRASIL;PE;2611606 | RECIFE;;;;;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE MULHERES - NACIONAL
1404A99508957CD5256D9CC14162A1D2209E3D9519F89922EC6C5061E28CAEE0;2023-10-11 19:35:13.230;PROCESSO SEI;NÃO;TERCEIRO;NÃO SABE INFORMAR;BR | BRASIL;GO;522185 | VALPARAÍSO DE GOIÁS;NÃO SABE INFORMAR;NÃO SABE INFORMAR;1;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;OUTRO(S) ELEMENTO(S);NÃO SABE INFORMAR;PESSOA FÍSICA;FEMININO;;CRIANÇA/ADOLESCENTE IDADE NÃO INFORMADA;BR | BRASIL;;;;NÃO;NÃO;;;BR | BRASIL;GO;522185 | VALPARAÍSO DE GOIÁS;;;;NÃO INFORMADO;;;PESSOA FÍSICA;FEMININO;NÃO;NÃO INFORMADO;BR | BRASIL;;;;NÃO;NÃO;;NÃO INFORMADO;BR | BRASIL;GO;522185 | VALPARAÍSO DE GOIÁS;NÃO SABE INFORMAR;;;NÃO INFORMADO;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE CRIANÇAS - NACIONAL
12DF25E4D30F99D70A7D58D0BD2262262C927F9EA555282B59F10F80AA0EBC29;2023-10-15 09:33:45.303;TELEFÔNICO;NÃO;TERCEIRO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BR | BRASIL;SP;355030 | SÃO PAULO;DIARIAMENTE;HÁ UM MÊS;2;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;;AVÔ(Ó);PESSOA FÍSICA;FEMININO;NÃO;17 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;SP;355030 | SÃO PAULO;;ENSINO FUNDAMENTAL INCOMPLETO;;PARDA;;;PESSOA FÍSICA;MASCULINO;NÃO;NÃO INFORMADO;BR | BRASIL;;;;;NÃO;;NÃO INFORMADO;BR | BRASIL;SP;355030 | SÃO PAULO;NÃO SABE INFORMAR;;;NÃO INFORMADO;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE MULHERES - NACIONAL
17B07A0B7D33E54030B80C87FF856730230294A86EBDCA4E2D325D926A41F23B;2023-07-18 11:28:09.380;TELEFÔNICO;NÃO;TERCEIRO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BR | BRASIL;SP;355030 | SÃO PAULO;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;1;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;MOTIVAÇÃO.EM RAZÃO DE SER MULHER;DESCONHECIDO(A);COMUNIDADE/FAMÍLIA;NÃO SE APLICA - VÍTIMA COMUNIDADE/FAMÍLIA;NÃO;NÃO INFORMADO;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;SP;355030 | SÃO PAULO;OUTROS NÃO LISTADOS;ANALFABETO/SEM INSTRUÇÃO;;NÃO INFORMADO;;;PESSOA FÍSICA;FEMININO;NÃO;45 A 49 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;SP;355030 | SÃO PAULO;NÃO SABE INFORMAR;;;BRANCA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
1A37695637614A34B5F8A06F586E22845FCC82A369556CEA30AD02B9A29494E3;2023-10-16 15:53:17.787;TELEFÔNICO;NÃO;TERCEIRO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BR | BRASIL;SC;421580 | SÃO BENTO DO SUL;DIARIAMENTE;HÁ MAIS DE SEIS MESES;1;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;;MÃE;PESSOA FÍSICA;FEMININO;NÃO;01 ANO;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;SC;421580 | SÃO BENTO DO SUL;;ANALFABETO/SEM INSTRUÇÃO;;BRANCA;;;PESSOA FÍSICA;FEMININO;NÃO;30 A 34 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;SC;421580 | SÃO BENTO DO SUL;NÃO SABE INFORMAR;;;PARDA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE CRIANÇAS - NACIONAL
1B496FC250C68F07AADAC4B5A73A9F54E54389D08264BAE52AF16F6020CCD535;2023-09-06 09:33:33.107;TELEFÔNICO;NÃO;TERCEIRO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BR | BRASIL;SP;350290 | ARAÇOIABA DA SERRA;DIARIAMENTE;HÁ MAIS DE SEIS MESES;2;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;;NÃO SE APLICA;PESSOA FÍSICA;FEMININO;;05 ANOS;BR | BRASIL;;;;NÃO;NÃO;;;BR | BRASIL;SP;350290 | ARAÇOIABA DA SERRA;;;;PARDA;;;PESSOA FÍSICA;FEMININO;NÃO;40 A 44 ANOS;BR | BRASIL;;;;NÃO;NÃO;;NÃO;BR | BRASIL;SP;350290 | ARAÇOIABA DA SERRA;OUTROS NÃO LISTADOS;;;BRANCA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE CRIANÇAS - NACIONAL
1C64292F3AE766D39B882383CBB7EC13C3EC3D3BF94F7EA897BED2D5E3102CC3;2023-11-14 18:53:17.147;TELEFÔNICO;NÃO;A PRÓPRIA VÍTIMA;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BR | BRASIL;SP;355030 | SÃO PAULO;NÃO SABE INFORMAR;HÁ MAIS DE DEZ ANOS;1;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;;PRIMO(A);PESSOA FÍSICA;MASCULINO;;30 A 34 ANOS;BR | BRASIL;;;;;NÃO;;;BR | BRASIL;SP;355030 | SÃO PAULO;;;;BRANCA;;;PESSOA FÍSICA;FEMININO;NÃO;NÃO INFORMADO;BR | BRASIL;;;;;NÃO;;NÃO INFORMADO;BR | BRASIL;SP;355030 | SÃO PAULO;NÃO SABE INFORMAR;;;;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE CRIANÇAS - NACIONAL
1C85B69F1285319BD73522C7F48B4941B9C9B128667EDB6FA5873DF0D509CD06;2023-10-14 12:51:13.687;TELEFÔNICO;NÃO;TERCEIRO;CASA DO SUSPEITO;BR | BRASIL;PE;261160 | RECIFE;DIARIAMENTE;HÁ MAIS DE SEIS MESES;1;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;;OUTROS;PESSOA FÍSICA;FEMININO;NÃO;15 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;DENUNCIANTE NÃO SOUBE INFORMAR;DENUNCIANTE NÃO SOUBE INFORMAR;;;;BRANCA;;;PESSOA FÍSICA;MASCULINO;NÃO;55 A 59 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;PE;261160 | RECIFE;OUTROS NÃO LISTADOS;;;PRETA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE CRIANÇAS - INTERNACIONAL
1C64292F3AE766D39B882383CBB7EC13C3EC3D3BF94F7EA897BED2D5E3102CC3;2023-11-14 18:53:17.147;TELEFÔNICO;NÃO;A PRÓPRIA VÍTIMA;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BR | BRASIL;SP;355030 | SÃO PAULO;NÃO SABE INFORMAR;HÁ MAIS DE DEZ ANOS;1;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;;PRIMO(A);PESSOA FÍSICA;MASCULINO;;30 A 34 ANOS;BR | BRASIL;;;;;NÃO;;;BR | BRASIL;SP;355030 | SÃO PAULO;;;;BRANCA;;;PESSOA FÍSICA;FEMININO;NÃO;NÃO INFORMADO;BR | BRASIL;;;;;NÃO;;NÃO INFORMADO;BR | BRASIL;SP;355030 | SÃO PAULO;NÃO SABE INFORMAR;;;;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
1C85B69F1285319BD73522C7F48B4941B9C9B128667EDB6FA5873DF0D509CD06;2023-10-14 12:51:13.687;TELEFÔNICO;NÃO;TERCEIRO;CASA DO SUSPEITO;BR | BRASIL;PE;261160 | RECIFE;DIARIAMENTE;HÁ MAIS DE SEIS MESES;1;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;;OUTROS;PESSOA FÍSICA;FEMININO;NÃO;15 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;DENUNCIANTE NÃO SOUBE INFORMAR;DENUNCIANTE NÃO SOUBE INFORMAR;;;;BRANCA;;;PESSOA FÍSICA;MASCULINO;NÃO;55 A 59 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;PE;261160 | RECIFE;OUTROS NÃO LISTADOS;;;PRETA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE CRIANÇAS - NACIONAL
2050B9D689AD487DD76E5BE17F66416701A78D290E78733F1650BB0FCF1794A0;2023-07-10 16:43:54.937;TELEFÔNICO;NÃO;TERCEIRO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BR | BRASIL;RS;430310 | CACHOEIRINHA;DIARIAMENTE;HÁ MAIS DE UM ANO;1;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;AGRAVANTE.POR MOTIVO VIL, TORPE, INSIDIOSO, CRUEL, À TRAIÇÃO, OU POR DINHEIRO;MÃE;PESSOA FÍSICA;FEMININO;;02 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;RS;430310 | CACHOEIRINHA;;;;BRANCA;;;PESSOA FÍSICA;FEMININO;NÃO;40 A 44 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;RS;430310 | CACHOEIRINHA;OUTROS NÃO LISTADOS;;;BRANCA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
