hash;data_de_cadastro;canal_de_atendimento;denuncia_emergencial;denunciante;cenario_da_violacao;pais;uf;municipio;frequencia;inicio_das_violacoes;sl_quantidade_vitimas;grupo_vulneravel;motivacao;relacao_vitima_suspeito;sl_vitima_cadastro;genero_da_vitima;orientacao_sexual_da_vitima;faixa_etaria_da_vitima;nacionalidade_da_vitima;sl_vitima_naturalidade;sl_vitima_naturalizado_uf;sl_vitima_naturalizado_municipio;deficiencia_da_vitima;doenca_rara_da_vitima;deficiencia_relacionada_a_doenca_rara;vitima_preso_a;pais_da_vitima;uf_da_vitima;municipio_da_vitima;profissao_da_vitima;grau_de_instrucao_da_vitima;religiao_da_vitima;raca_cor_da_vitima;etnia_da_vitima;faixa_de_renda_da_vitima;natureza_juridica_do_suspeito;genero_do_suspeito;orientacao_sexual_do_suspeito;faixa_etaria_do_suspeito;suspeito_nacionalidade;sl_suspeito_naturalidade;sl_suspeito_naturalizado_uf;sl_suspeito_naturalizado_municipio;deficiencia_do_suspeito;doenca_rara_do_suspeito;deficiencia_relacionada_a_doenca_rara_suspeito;suspeito_preso;pais_do_suspeito;uf_do_suspeito;sl_suspeito_municipio;profissao_do_suspeito;grau_de_instrucao_do_suspeito;religiao_do_suspeito;raca_cor_do_suspeito;suspeito_etnia;faixa_de_renda_do_suspeito;vinculo_orgao_pj_do_suspeito;sl_suspeito_ramo;suspeito_especificacao_etnia;vitima_especificacao_etnia;violacao
005929E4587AF2DA96A76E5590A542467A1E397D0FAAEEDE13ABF1ADC110883B;2023-03-18 19:22:56.520;TELEFÔNICO;NÃO;TERCEIRO;CASA DO SUSPEITO;BR | BRASIL;SP;353060 | MOGI DAS CRUZES;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;1;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;MOTIVAÇÃO.EM RAZÃO DA IDADE;NÃO SABE INFORMAR;PESSOA FÍSICA;FEMININO;;09 ANOS;BR | BRASIL;;;;;NÃO;;;BR | BRASIL;BA;290405 | BONITO;;;;NÃO INFORMADO;;;PESSOA FÍSICA;FEMININO;NÃO;30 A 34 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;SP;353060 | MOGI DAS CRUZES;NÃO SABE INFORMAR;;;PARDA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
05822FC45CD6407EF013E58AC96E9686E658E241B6F05AF76BEB4A455A65D09A;2023-01-06 12:17:46.953;TELEFÔNICO;NÃO;TERCEIRO;CASA DE TERCEIRO;BR | BRASIL;CE;230440 | FORTALEZA;DIARIAMENTE;HÁ UM MÊS;1;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;AGRAVANTE.FOI PRATICADO POR DUAS OU MAIS PESSOAS;OUTROS;PESSOA FÍSICA;FEMININO;NÃO;15 ANOS;BR | BRASIL;;;;NÃO;NÃO;;NÃO INFORMADO;BR | BRASIL;CE;230440 | FORTALEZA;;;;PARDA;;;PESSOA FÍSICA;FEMININO;NÃO;50 A 54 ANOS;BR | BRASIL;;;;NÃO;NÃO;;NÃO INFORMADO;BR | BRASIL;PE;261160 | RECIFE;PROFESSOR DO ENSINO FUNDAMENTAL;;;PARDA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
0859CFD9ABC21AF2AC7C35B8C936EB29E2310D3AFAE8D2E53C0C058EEED32DC2;2023-03-28 14:43:23.797;TELEFÔNICO;NÃO;TERCEIRO;OUTROS;BR | BRASIL;PR;410690 | CURITIBA;DIARIAMENTE;HÁ MAIS DE UM ANO;1;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS;OUTROS;COMUNIDADE/FAMÍLIA;NÃO SE APLICA - VÍTIMA COMUNIDADE/FAMÍLIA;NÃO INFORMADO;NÃO INFORMADO;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;PR;410690 | CURITIBA;OUTROS NÃO LISTADOS;SUPERIOR COMPLETO;;NÃO INFORMADO;;;COMUNIDADE/FAMÍLIA;;;;BR | BRASIL;;;;;;;;BR | BRASIL;PR;410690 | CURITIBA;;;NÃO SABE;;DEMAIS COMUNIDADES TRADICIONAIS;;;;;OUTROS;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
0859CFD9ABC21AF2AC7C35B8C936EB29E2310D3AFAE8D2E53C0C058EEED32DC2;2023-03-28 14:43:23.797;TELEFÔNICO;NÃO;TERCEIRO;OUTROS;BR | BRASIL;PR;410690 | CURITIBA;DIARIAMENTE;HÁ MAIS DE UM ANO;1;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;AGRAVANTE.POR MOTIVO VIL, TORPE, INSIDIOSO, CRUEL, À TRAIÇÃO, OU POR DINHEIRO;OUTROS;COMUNIDADE/FAMÍLIA;NÃO SE APLICA - VÍTIMA COMUNIDADE/FAMÍLIA;NÃO INFORMADO;NÃO INFORMADO;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;PR;410690 | CURITIBA;OUTROS NÃO LISTADOS;SUPERIOR COMPLETO;;NÃO INFORMADO;;;COMUNIDADE/FAMÍLIA;;;;BR | BRASIL;;;;;;;;BR | BRASIL;PR;410690 | CURITIBA;;;NÃO SABE;;DEMAIS COMUNIDADES TRADICIONAIS;;;;;OUTROS;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
0AE247FE3901D8828B146844CFACD2713A1D5F06671BDBF9AC5B1113D6AC7504;2023-03-18 19:22:56.520;TELEFÔNICO;NÃO;TERCEIRO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BR | BRASIL;SP;353060 | MOGI DAS CRUZES;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;1;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;MOTIVAÇÃO.EM RAZÃO DA IDADE;NÃO SABE INFORMAR;PESSOA FÍSICA;FEMININO;NÃO;09 ANOS;BR | BRASIL;;;;;NÃO;;;BR | BRASIL;SP;353060 | MOGI DAS CRUZES;;;;PARDA;;;PESSOA FÍSICA;FEMININO;NÃO;60 A 64 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;SP;353060 | MOGI DAS CRUZES;NÃO SABE INFORMAR;;;;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
15CA0E7AFF46B06F8A2F7EF651F197A36BE3BE356BA0099D2E302636F7620D45;2023-03-01 21:36:32.900;TELEFÔNICO;NÃO;TERCEIRO;MANICÔMIO/HOSPITAL PSIQUIÁTRICO/CASA DE SAÚDE MENTAL;BR | BRASIL;BA;291080 | FEIRA DE SANTANA;NÃO SABE INFORMAR;HÁ MAIS DE CINCO ANOS;1;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;;OUTROS;COMUNIDADE/FAMÍLIA;NÃO SE APLICA - VÍTIMA COMUNIDADE/FAMÍLIA;NÃO;30 A 34 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;BA;291080 | FEIRA DE SANTANA;;;;PRETA;;;COMUNIDADE/FAMÍLIA;;;;BR | BRASIL;;;;;;;;BR | BRASIL;BA;291080 | FEIRA DE SANTANA;;;NÃO SABE;;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
16190F3A785AF8B94BF799C414534E18A618D8039C03C3FD5097AC2343322180;2023-05-20 10:42:39.420;TELEFÔNICO;NÃO;TERCEIRO;LOCAL DE TRABALHO DO AGRESSOR;BR | BRASIL;MG;311340 | CARATINGA;DIARIAMENTE;HÁ MAIS DE UM ANO;2;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS;OUTROS;COMUNIDADE/FAMÍLIA;NÃO SE APLICA - VÍTIMA COMUNIDADE/FAMÍLIA;NÃO INFORMADO;30 A 34 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;MG;311340 | CARATINGA;;;;NÃO INFORMADO;;;PESSOA FÍSICA;MASCULINO;NÃO;20 A 24 ANOS;BR | BRASIL;;;;NÃO;NÃO;;NÃO;BR | BRASIL;MG;311340 | CARATINGA;OUTROS NÃO LISTADOS;;;AMARELA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
14B1891494733CE1F60244A8466A7047B9BC1A9AF2A94305C39B90AA17AF7425;2023-03-23 11:49:06.580;TELEFÔNICO;NÃO;TERCEIRO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BR | BRASIL;RS;431690 | SANTA MARIA;DIARIAMENTE;HÁ UM MÊS;1;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;AGRAVANTE.NA RELAÇÃO FAMILIAR;MÃE;PESSOA FÍSICA;FEMININO;NÃO;MENOS DE 01 ANO;BR | BRASIL;;;;;NÃO;;;BR | BRASIL;RS;431690 | SANTA MARIA;;;;PARDA;;;PESSOA FÍSICA;FEMININO;NÃO;35 A 39 ANOS;GW | GUINÉ-BISSAU;;;;NÃO;NÃO;;NÃO INFORMADO;BR | BRASIL;RS;431690 | SANTA MARIA;ESTUDANTE;;;PRETA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
16190F3A785AF8B94BF799C414534E18A618D8039C03C3FD5097AC2343322180;2023-05-20 10:42:39.420;TELEFÔNICO;NÃO;TERCEIRO;LOCAL DE TRABALHO DO AGRESSOR;BR | BRASIL;MG;311340 | CARATINGA;DIARIAMENTE;HÁ MAIS DE UM ANO;2;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;AGRAVANTE.POR MOTIVO VIL, TORPE, INSIDIOSO, CRUEL, À TRAIÇÃO, OU POR DINHEIRO;OUTROS;COMUNIDADE/FAMÍLIA;NÃO SE APLICA - VÍTIMA COMUNIDADE/FAMÍLIA;;CRIANÇA/ADOLESCENTE IDADE NÃO INFORMADA;BR | BRASIL;;;;;NÃO;;;BR | BRASIL;MG;311340 | CARATINGA;;;;;;;PESSOA FÍSICA;MASCULINO;NÃO;20 A 24 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;MG;311340 | CARATINGA;OUTROS NÃO LISTADOS;;;AMARELA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
16190F3A785AF8B94BF799C414534E18A618D8039C03C3FD5097AC2343322180;2023-05-20 10:42:39.420;TELEFÔNICO;NÃO;TERCEIRO;LOCAL DE TRABALHO DO AGRESSOR;BR | BRASIL;MG;311340 | CARATINGA;DIARIAMENTE;HÁ MAIS DE UM ANO;2;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS;OUTROS;COMUNIDADE/FAMÍLIA;NÃO SE APLICA - VÍTIMA COMUNIDADE/FAMÍLIA;NÃO INFORMADO;30 A 34 ANOS;BR | BRASIL;;;;;NÃO;;NÃO;BR | BRASIL;MG;311340 | CARATINGA;;;;NÃO INFORMADO;;;PESSOA FÍSICA;MASCULINO;NÃO;20 A 24 ANOS;BR | BRASIL;;;;NÃO;NÃO;;NÃO;BR | BRASIL;MG;311340 | CARATINGA;OUTROS NÃO LISTADOS;;;AMARELA;;;;;;;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
