hash;data_de_cadastro;canal_de_atendimento;denuncia_emergencial;denunciante;cenario_da_violacao;pais;uf;municipio;frequencia;inicio_das_violacoes;sl_quantidade_vitimas;grupo_vulneravel;motivacao;relacao_vitima_suspeito;sl_vitima_cadastro;genero_da_vitima;orientacao_sexual_da_vitima;faixa_etaria_da_vitima;nacionalidade_da_vitima;sl_vitima_naturalidade;sl_vitima_naturalizado_uf;sl_vitima_naturalizado_municipio;deficiencia_da_vitima;doenca_rara_da_vitima;deficiencia_relacionada_a_doenca_rara;vitima_preso_a;pais_da_vitima;uf_da_vitima;municipio_da_vitima;profissao_da_vitima;grau_de_instrucao_da_vitima;religiao_da_vitima;raca_cor_da_vitima;etnia_da_vitima;faixa_de_renda_da_vitima;natureza_juridica_do_suspeito;genero_do_suspeito;orientacao_sexual_do_suspeito;faixa_etaria_do_suspeito;suspeito_nacionalidade;sl_suspeito_naturalidade;sl_suspeito_naturalizado_uf;sl_suspeito_naturalizado_municipio;deficiencia_do_suspeito;doenca_rara_do_suspeito;deficiencia_relacionada_a_doenca_rara_suspeito;suspeito_preso;pais_do_suspeito;uf_do_suspeito;sl_suspeito_municipio;profissao_do_suspeito;grau_de_instrucao_do_suspeito;religiao_do_suspeito;raca_cor_do_suspeito;suspeito_etnia;faixa_de_renda_do_suspeito;vinculo_orgao_pj_do_suspeito;sl_suspeito_ramo;suspeito_especificacao_etnia;vitima_especificacao_etnia;violacao
55687b9d2b142ee6b9c784b3fc8f08be;17/08/2021 20:16;TELEFÔNICO;SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA - SEM FREQUÊNCIA;PESSOA COM DEFICIÊNCIA MENTAL;ÓRGÃOS PÚBLICOS;BRASIL;CE;ASSARÉ;ÚNICA OCORRÊNCIA;NÃO SE APLICA;10;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;EM RAZÃO DA IDADE;OUTROS;COMUNIDADE;N/D;N/D;;BRASIL;;;;N/D;N/D;;N/D;BRASIL;CE;ASSARÉ;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;N/D;BRASIL;NATO;DENUNCIANTE NÃO SOUBE INFORMAR;;N/D;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;NÃO;BRASIL;CE;ASSARÉ;N/D;N/D;N/D;PRETA;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
853bdc9cd8bd1addb0b083e6e5378c6c;29/08/2021 22:11;WEBCHAT;NÃO;TERCEIRO;AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);BRASIL;N/D;N/D;DIARIAMENTE;HÁ MAIS DE UM ANO;10;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;EM RAZÃO DA IDADE;MÃE;COMUNIDADE;N/D;N/D;;BRASIL;;;;N/D;N/D;;N/D;BRASIL;SP;SÃO JOSÉ DOS CAMPOS;N/D;N/D;N/D;N/D;N/D;N/D;FAMÍLIA;N/D;N/D;N/D;BRASIL;;;;N/D;N/D;NÃO SABE INFORMAR;N/D;BRASIL;SP;SÃO JOSÉ DOS CAMPOS;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
253bca99807c4c78df30249520ef3c9c;18/08/2021 20:03;TELEFÔNICO;NÃO;TERCEIRO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BRASIL;SP;CAMPINAS;DIARIAMENTE;HÁ MAIS DE SEIS MESES;20;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;PARA FINS DE ATIVIDADE ILÍCITA;PADRASTO/MADRASTA;PESSOA FÍSICA;MASCULINO;N/D;07 A 09 ANOS;BRASIL;NATO;PR;WENCESLAU BRAZ;N/D;NÃO TEM DOENÇA RARA;NÃO;NÃO;BRASIL;SP;CAMPINAS;N/D;N/D;N/D;BRANCA;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;45 A 49 ANOS;BRASIL;NATO;SP;PRESIDENTE PRUDENTE;N/D;NÃO TEM DOENÇA RARA;NÃO;NÃO;BRASIL;SP;CAMPINAS;N/D;ENSINO MÉDIO COMPLETO;N/D;BRANCA;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
3bccea611367f36e2e0c24e1d387db95;10/09/2021 16:21;TELEFÔNICO;NÃO;TERCEIRO;LOCAL DE TRABALHO DO AGRESSOR;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;SEMANALMENTE;HÁ MAIS DE UM ANO;50;VIOLAÇÃO DE DIREITOS HUMANOS;PARA FINS DE EXPLORAÇÃO DO TRABALHO.INFORMAL;N/D;PESSOA FÍSICA;MASCULINO;N/D;;N/D;;;;N/D;NÃO TEM DOENÇA RARA;;NÃO;BRASIL;SP;SÃO JOSÉ;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;N/D;BRASIL;;;;N/D;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;N/D;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
a9dfad5910750164ed1ee8ad2083575c;10/09/2021 16:21;TELEFÔNICO;NÃO;TERCEIRO;LOCAL DE TRABALHO DO AGRESSOR;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;SEMANALMENTE;HÁ MAIS DE UM ANO;50;VIOLAÇÃO DE DIREITOS HUMANOS;PARA FINS DE EXPLORAÇÃO SEXUAL;OUTROS;PESSOA FÍSICA;MASCULINO;N/D;;N/D;;;;N/D;NÃO TEM DOENÇA RARA;;NÃO;BRASIL;SP;SÃO JOSÉ;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;N/D;BRASIL;;;;N/D;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;N/D;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
a8001c5fdda5eff688099832ce7ea1a9;10/09/2021 16:21;TELEFÔNICO;NÃO;TERCEIRO;LOCAL DE TRABALHO DO AGRESSOR;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;SEMANALMENTE;HÁ MAIS DE UM ANO;50;VIOLAÇÃO DE DIREITOS HUMANOS;PARA FINS DE EXPLORAÇÃO SEXUAL;OUTROS;PESSOA FÍSICA;MASCULINO;N/D;;N/D;;;;N/D;NÃO TEM DOENÇA RARA;;N/D;BRASIL;SP;BARRETOS;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;N/D;BRASIL;;;;N/D;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;N/D;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
8bb1340b924f4678fae9a3d70709e670;15/09/2021 15:34;TELEFÔNICO;NÃO;TERCEIRO;CASA DO SUSPEITO;BRASIL;MG;NOVA BELÉM;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;20;VIOLÊNCIA CONTRA PESSOA SOCIALMENTE VULNERÁVEL;NA FORMA DE AUXÍLIO/INSTIGAÇÃO/INDUZIMENTO/INCITAÇÃO;OUTROS;FAMÍLIA;N/D;N/D;;BRASIL;;;;N/D;N/D;;N/D;BRASIL;MG;NOVA BELÉM;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;50 A 54 ANOS;BRASIL;NATO;MG;NOVA BELÉM;N/D;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;N/D;BRASIL;MG;NOVA BELÉM;PREFEITO;ENSINO MÉDIO COMPLETO;SEM RELIGIÃO;PARDA;N/D;ACIMA DE 15 SM;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
e66c22ae66ebf300a2f5c529001f0946;10/09/2021 16:21;TELEFÔNICO;NÃO;TERCEIRO;LOCAL DE TRABALHO DO AGRESSOR;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;SEMANALMENTE;HÁ MAIS DE UM ANO;50;VIOLAÇÃO DE DIREITOS HUMANOS;PARA FINS DE ATIVIDADE ILÍCITA;N/D;PESSOA FÍSICA;MASCULINO;N/D;;N/D;;;;N/D;NÃO TEM DOENÇA RARA;;NÃO;BRASIL;SP;DENUNCIANTE NÃO SOUBE INFORMAR;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;N/D;BRASIL;;;;N/D;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;N/D;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
a8001c5fdda5eff688099832ce7ea1a9;10/09/2021 16:21;TELEFÔNICO;NÃO;TERCEIRO;LOCAL DE TRABALHO DO AGRESSOR;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;SEMANALMENTE;HÁ MAIS DE UM ANO;50;VIOLAÇÃO DE DIREITOS HUMANOS;PARA FINS DE REMOÇÃO DE ÓRGÃOS/ TRÁFICO DE ÓRGÃOS;OUTROS;PESSOA FÍSICA;MASCULINO;N/D;;N/D;;;;N/D;NÃO TEM DOENÇA RARA;;N/D;BRASIL;SP;BARRETOS;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;N/D;BRASIL;;;;N/D;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;N/D;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
a9dfad5910750164ed1ee8ad2083575c;10/09/2021 16:21;TELEFÔNICO;NÃO;TERCEIRO;LOCAL DE TRABALHO DO AGRESSOR;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;SEMANALMENTE;HÁ MAIS DE UM ANO;50;VIOLAÇÃO DE DIREITOS HUMANOS;PARA FINS DE ATIVIDADE ILÍCITA;OUTROS;PESSOA FÍSICA;MASCULINO;N/D;;N/D;;;;N/D;NÃO TEM DOENÇA RARA;;NÃO;BRASIL;SP;SÃO JOSÉ;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;N/D;BRASIL;;;;N/D;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;N/D;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
1a56b2b94c622fd9cec72d42faeac1b1;15/09/2021 15:34;TELEFÔNICO;NÃO;TERCEIRO;CASA DO SUSPEITO;BRASIL;MG;NOVA BELÉM;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;20;VIOLÊNCIA CONTRA PESSOA SOCIALMENTE VULNERÁVEL;PARA FINS DE EXPLORAÇÃO DO TRABALHO.DOMÉSTICO;OUTROS;FAMÍLIA;N/D;N/D;;BRASIL;;;;N/D;N/D;;N/D;BRASIL;MG;NOVA BELÉM;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;45 A 49 ANOS;BRASIL;NATO;ES;ÁGUA DOCE DO NORTE;N/D;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;N/D;BRASIL;MG;NOVA BELÉM;VICE-PREFEITO;ENSINO MÉDIO COMPLETO;SEM RELIGIÃO;BRANCA;N/D;ACIMA DE 15 SM;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
f122356a2e01c791fb723971ebde8cff;10/09/2021 10:20;TELEFÔNICO;NÃO;TERCEIRO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;DIARIAMENTE;HÁ MAIS DE UM ANO;10;VIOLÊNCIA CONTRA PESSOA SOCIALMENTE VULNERÁVEL;N/D;DESCONHECIDO(A);PESSOA FÍSICA;N/D;N/D;;BRASIL;NATO;;;N/D;NÃO TEM DOENÇA RARA;NÃO;NÃO;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;N/D;N/D;N/D;BRASIL;NATO;;;N/D;NÃO TEM DOENÇA RARA;NÃO;N/D;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
9465c21b10ddcfaa52d1d0a02b7dad97;06/09/2021 01:53;TELEFÔNICO;NÃO;ANÔNIMO;OUTROS;BRASIL;RS;PORTO ALEGRE;DIARIAMENTE;HÁ MAIS DE SEIS MESES;10;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;COM RESULTADO MORTE;OUTROS;COMUNIDADE;N/D;N/D;;BRASIL;;;;N/D;N/D;;N/D;BRASIL;DENUNCIANTE NÃO SOUBE INFORMAR;DENUNCIANTE NÃO SOUBE INFORMAR;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;N/D;N/D;N/D;N/D;;;;NÃO TEM DEFICIÊNCIA;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;N/D;BRASIL;RS;PORTO ALEGRE;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
f122356a2e01c791fb723971ebde8cff;10/09/2021 10:20;TELEFÔNICO;NÃO;TERCEIRO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;DIARIAMENTE;HÁ MAIS DE UM ANO;10;VIOLÊNCIA CONTRA PESSOA SOCIALMENTE VULNERÁVEL;N/D;DESCONHECIDO(A);PESSOA FÍSICA;N/D;N/D;;BRASIL;NATO;;;N/D;NÃO TEM DOENÇA RARA;NÃO;NÃO;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;N/D;N/D;N/D;BRASIL;NATO;;;N/D;NÃO TEM DOENÇA RARA;NÃO;N/D;BRASIL;SP;SÃO JOSÉ DO RIO PRETO;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
