hash;data_de_cadastro;canal_de_atendimento;denuncia_emergencial;denunciante;cenario_da_violacao;pais;uf;municipio;frequencia;inicio_das_violacoes;sl_quantidade_vitimas;grupo_vulneravel;motivacao;relacao_vitima_suspeito;sl_vitima_cadastro;genero_da_vitima;orientacao_sexual_da_vitima;faixa_etaria_da_vitima;nacionalidade_da_vitima;sl_vitima_naturalidade;sl_vitima_naturalizado_uf;sl_vitima_naturalizado_municipio;deficiencia_da_vitima;doenca_rara_da_vitima;deficiencia_relacionada_a_doenca_rara;vitima_preso_a;pais_da_vitima;uf_da_vitima;municipio_da_vitima;profissao_da_vitima;grau_de_instrucao_da_vitima;religiao_da_vitima;raca_cor_da_vitima;etnia_da_vitima;faixa_de_renda_da_vitima;natureza_juridica_do_suspeito;genero_do_suspeito;orientacao_sexual_do_suspeito;faixa_etaria_do_suspeito;suspeito_nacionalidade;sl_suspeito_naturalidade;sl_suspeito_naturalizado_uf;sl_suspeito_naturalizado_municipio;deficiencia_do_suspeito;doenca_rara_do_suspeito;deficiencia_relacionada_a_doenca_rara_suspeito;suspeito_preso;pais_do_suspeito;uf_do_suspeito;sl_suspeito_municipio;profissao_do_suspeito;grau_de_instrucao_do_suspeito;religiao_do_suspeito;raca_cor_do_suspeito;suspeito_etnia;faixa_de_renda_do_suspeito;vinculo_orgao_pj_do_suspeito;sl_suspeito_ramo;suspeito_especificacao_etnia;vitima_especificacao_etnia;violacao
6fa1ed73ec4c3f385683c9fc03a3c062;12/01/2021 07:34;TELEFÔNICO;NÃO;ANÔNIMO;CASA DA VÍTIMA;BRASIL;SP;SÃO PAULO;DIARIAMENTE;HÁ MAIS DE SEIS MESES;20;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA;PAI;PESSOA FÍSICA;FEMININO;N/D;02 A 04 ANOS;BRASIL;NATO;SP;SÃO PAULO;N/D;NÃO TEM DOENÇA RARA;;N/D;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;BRANCA;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;45 A 49 ANOS;BRASIL;NATO;SP;SÃO PAULO;N/D;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;N/D;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;PRETA;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
79c48e0d422d3ab1a306f8d7e498b8be;08/01/2021 23:11;TELEFÔNICO;NÃO;ANÔNIMO;SERVIÇO DE ABRIGAMENTO;BRASIL;SP;SÃO BERNARDO DO CAMPO;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;10;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;RESULTANDO EM LESÃO GRAVÍSSIMA;OUTROS;PESSOA FÍSICA;FEMININO;N/D;;N/D;;;;N/D;NÃO TEM DOENÇA RARA;;N/D;BRASIL;SP;SÃO BERNARDO DO CAMPO;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;60 A 64 ANOS;BRASIL;NATO;SP;SÃO PAULO;N/D;NÃO TEM DOENÇA RARA;NÃO;NÃO;BRASIL;SP;SÃO BERNARDO DO CAMPO;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
ba12fedf0ff1a3bbe12b853e0ae2da65;13/01/2021 02:28;TELEFÔNICO;NÃO;ANÔNIMO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BRASIL;SP;SÃO PAULO;DIARIAMENTE;NÃO SABE INFORMAR;10;VIOLÊNCIA CONTRA PESSOA SOCIALMENTE VULNERÁVEL;N/D;EMPREGADOR/PATRÃO (HIERARQUICAMENTE SUPERIOR);COMUNIDADE;N/D;N/D;;BOLÍVIA;;;;N/D;N/D;;N/D;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;N/D;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;35 A 39 ANOS;N/D;;;;N/D;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;N/D;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
3feb5ed25d579fa7b6d499d5781e59ff;13/01/2021 15:52;TELEFÔNICO;NÃO;ANÔNIMO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BRASIL;SP;SÃO PAULO;SEMANALMENTE;HÁ UM MÊS;20;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;PARA OBTENÇÃO DE BENEFÍCIO FINANCEIRO/ GANÂNCIA;PAI;PESSOA FÍSICA;FEMININO;N/D;02 A 04 ANOS;BRASIL;NATO;DENUNCIANTE NÃO SOUBE INFORMAR;DENUNCIANTE NÃO SOUBE INFORMAR;NÃO TEM DEFICIÊNCIA;NÃO TEM DOENÇA RARA;NÃO;N/D;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;BRANCA;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;45 A 49 ANOS;BRASIL;NATO;DENUNCIANTE NÃO SOUBE INFORMAR;DENUNCIANTE NÃO SOUBE INFORMAR;NÃO TEM DEFICIÊNCIA;NÃO TEM DOENÇA RARA;NÃO;NÃO;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;PRETA;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
1b13f107009820e1bc2f357e81b77d58;05/01/2021 08:28;CARTA;N/D;TERCEIRO;VIA PÚBLICA;BRASIL;RJ;RIO DE JANEIRO;DIARIAMENTE;HÁ MAIS DE UM ANO;10;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;DO AGRESSOR POSSUIR INFLUÊNCIA JUNTO ÀS AUTORIDADES LOCAIS;NÃO SE APLICA;PESSOA FÍSICA;FEMININO;N/D;;N/D;;;;NÃO TEM DEFICIÊNCIA;NÃO TEM DOENÇA RARA;;N/D;BRASIL;RJ;RIO DE JANEIRO;N/D;N/D;N/D;N/D;N/D;N/D;COMUNIDADE;N/D;N/D;N/D;N/D;;;;N/D;N/D;NÃO SABE INFORMAR;N/D;BRASIL;RJ;RIO DE JANEIRO;N/D;N/D;N/D;N/D;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
e6470ec327be85c43e95fe87c9ddb8e3;10/01/2021 17:56;TELEFÔNICO;NÃO;ANÔNIMO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BRASIL;SP;SÃO PAULO;SEMANALMENTE;HÁ MAIS DE SEIS MESES;20;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;EM RAZÃO DA IDADE;MÃE;PESSOA FÍSICA;FEMININO;N/D;02 A 04 ANOS;BRASIL;NATO;SP;SÃO PAULO;N/D;NÃO TEM DOENÇA RARA;NÃO;N/D;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;BRANCA;N/D;N/D;PESSOA FÍSICA;FEMININO;N/D;30 A 34 ANOS;BRASIL;NATO;DENUNCIANTE NÃO SOUBE INFORMAR;DENUNCIANTE NÃO SOUBE INFORMAR;N/D;NÃO TEM DOENÇA RARA;NÃO;NÃO;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;BRANCA;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
cf00afd3f64f95998f3b74a05078e709;08/01/2021 07:02;TELEFÔNICO;NÃO;ANÔNIMO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BRASIL;SP;SÃO PAULO;SEMANALMENTE;HÁ MAIS DE SEIS MESES;10;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;PARA OBTENÇÃO DE BENEFÍCIO FINANCEIRO/ GANÂNCIA;MÃE;PESSOA FÍSICA;FEMININO;N/D;02 A 04 ANOS;BRASIL;NATO;SP;SÃO PAULO;N/D;NÃO TEM DOENÇA RARA;;N/D;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;BRANCA;N/D;N/D;PESSOA FÍSICA;FEMININO;N/D;30 A 34 ANOS;N/D;;;;N/D;NÃO TEM DOENÇA RARA;NÃO SABE INFORMAR;N/D;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;BRANCA;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
8b7144580f23532784a267f38de0a7d9;08/01/2021 22:04;TELEFÔNICO;NÃO;ANÔNIMO;OUTROS;BRASIL;SP;SÃO BERNARDO DO CAMPO;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;10;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;EM RAZÃO DA IDADE;OUTROS;PESSOA FÍSICA;FEMININO;N/D;12 A 14 ANOS;BRASIL;NATO;SP;SÃO BERNARDO DO CAMPO;NÃO TEM DEFICIÊNCIA;NÃO TEM DOENÇA RARA;NÃO;N/D;BRASIL;SP;BERNARDINO DE CAMPOS;N/D;N/D;N/D;BRANCA;N/D;N/D;PESSOA FÍSICA;FEMININO;N/D;70 A 74 ANOS;BRASIL;NATO;SP;SÃO BERNARDO DO CAMPO;NÃO TEM DEFICIÊNCIA;NÃO TEM DOENÇA RARA;NÃO;N/D;BRASIL;SP;SÃO BERNARDO DO CAMPO;N/D;N/D;N/D;PRETA;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - INTERNACIONAL
475e898f9e47be88e311bdf59bd5ff74;13/01/2021 15:52;TELEFÔNICO;NÃO;ANÔNIMO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BRASIL;SP;SÃO PAULO;SEMANALMENTE;HÁ UM MÊS;20;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;PARA OBTENÇÃO DE BENEFÍCIO FINANCEIRO/ GANÂNCIA;MÃE;PESSOA FÍSICA;FEMININO;N/D;02 A 04 ANOS;BRASIL;NATO;DENUNCIANTE NÃO SOUBE INFORMAR;DENUNCIANTE NÃO SOUBE INFORMAR;NÃO TEM DEFICIÊNCIA;NÃO TEM DOENÇA RARA;NÃO;N/D;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;BRANCA;N/D;N/D;PESSOA FÍSICA;FEMININO;N/D;35 A 39 ANOS;BRASIL;NATO;DENUNCIANTE NÃO SOUBE INFORMAR;DENUNCIANTE NÃO SOUBE INFORMAR;NÃO TEM DEFICIÊNCIA;NÃO TEM DOENÇA RARA;NÃO;NÃO;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;BRANCA;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
97b2a9ca90462b4714dd30d08d30775a;10/01/2021 17:56;TELEFÔNICO;NÃO;ANÔNIMO;CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;BRASIL;SP;SÃO PAULO;SEMANALMENTE;HÁ MAIS DE SEIS MESES;20;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;PARA OBTENÇÃO DE BENEFÍCIO FINANCEIRO/ GANÂNCIA;PAI;PESSOA FÍSICA;FEMININO;N/D;02 A 04 ANOS;BRASIL;NATO;SP;SÃO PAULO;NÃO TEM DEFICIÊNCIA;NÃO TEM DOENÇA RARA;NÃO;N/D;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;BRANCA;N/D;N/D;PESSOA FÍSICA;MASCULINO;N/D;45 A 49 ANOS;BRASIL;NATO;DENUNCIANTE NÃO SOUBE INFORMAR;DENUNCIANTE NÃO SOUBE INFORMAR;NÃO TEM DEFICIÊNCIA;NÃO TEM DOENÇA RARA;NÃO;NÃO;BRASIL;SP;SÃO PAULO;N/D;N/D;N/D;PRETA;N/D;N/D;;N/D;N/D;N/D;LIBERDADE>DIREITOS INDIVIDUAIS>TRÁFICO DE PESSOAS - NACIONAL
